svm_linear,0.590000,0.590000
svm_polynomial,0.840000,0.855000
svm_rbf,0.953333,0.965000
logistic,0.590000,0.590000
knn,0.926667,0.935000
decision_tree,0.946667,0.955000
random_forest,0.930000,0.910000
